"species","decimalLongitude","decimalLatitude","issues","countryCode","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName","catalogNumber"
"Amorpha canescens",-103.519892,44.281054,"cdc,inmafu","US","PRESENT",420,"BHSC","2620318349","https://ngpherbaria.org/portal/collections/individual/index.php?occid=24893519","PRESERVED_SPECIMEN",1984,8,2,"1984-08-02","WGS84",NA,"BHSC0063590"
"Amorpha canescens",-94.90439,43.522882,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470894","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28221","PRESERVED_SPECIMEN",1984,9,6,"1984-09-06","WGS84",NA,"781063"
"Amorpha canescens",-97.515837,39.680754,"ambcol","US","PRESENT",289,"KU","176874001",NA,"PRESERVED_SPECIMEN",1983,7,12,"1983-07-12","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","2662"
"Amorpha canescens",-91.938982,44.272608,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468553","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28213","PRESERVED_SPECIMEN",1983,7,14,"1983-07-14","WGS84",NA,"770284"
"Amorpha canescens",-95.743853,43.580108,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469465","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28215","PRESERVED_SPECIMEN",1983,7,24,"1983-07-24","WGS84",NA,"778068"
"Amorpha canescens",-95.713386,43.927817,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469055","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28217","PRESERVED_SPECIMEN",1983,7,22,"1983-07-22","WGS84",NA,"778344"
"Amorpha canescens",-96.291139,44.233735,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469513","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28218","PRESERVED_SPECIMEN",1983,7,13,"1983-07-13","WGS84",NA,"778345"
"Amorpha canescens",-95.105077,43.724929,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469730","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28220","PRESERVED_SPECIMEN",1983,7,19,"1983-07-19","WGS84",NA,"778352"
"Amorpha canescens",-96.57277,48.695736,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470820","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28200","PRESERVED_SPECIMEN",1983,8,3,"1983-08-03","WGS84",NA,"753149"
"Amorpha canescens",-94.498906,44.029211,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468789","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28212","PRESERVED_SPECIMEN",1983,8,28,"1983-08-28","WGS84",NA,"770011"
"Amorpha canescens",-95.704576,44.261095,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470979","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28216","PRESERVED_SPECIMEN",1983,8,6,"1983-08-06","WGS84",NA,"778342"
"Amorpha canescens",-95.304643,43.522292,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470595","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28211","PRESERVED_SPECIMEN",1983,9,7,"1983-09-07","WGS84",NA,"769928"
"Amorpha canescens",-98.43009,38.91092,"gass84,ambcol","US","PRESENT",1.31,"KU","176874103",NA,"PRESERVED_SPECIMEN",1982,6,29,"1982-06-29","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","2699"
"Amorpha canescens",-92.049518,44.056501,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470904","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28222","PRESERVED_SPECIMEN",1982,6,22,"1982-06-22","WGS84",NA,"782402"
"Amorpha canescens",-94.773591,38.978333,"ambcol","US","PRESENT",965,"KU","176874104",NA,"PRESERVED_SPECIMEN",1982,7,30,"1982-07-30","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","2701"
"Amorpha canescens",-95.183338,45.41981,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265467785","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28187","PRESERVED_SPECIMEN",1982,7,28,"1982-07-28","WGS84",NA,"739617"
"Amorpha canescens",-95.990404,45.144714,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265471182","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28188","PRESERVED_SPECIMEN",1982,7,8,"1982-07-08","WGS84",NA,"739618"
"Amorpha canescens",-96.235363,46.159244,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468394","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28189","PRESERVED_SPECIMEN",1982,7,20,"1982-07-20","WGS84",NA,"741372"
"Amorpha canescens",-95.245019,45.448674,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469371","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28190","PRESERVED_SPECIMEN",1982,7,12,"1982-07-12","WGS84",NA,"741530"
"Amorpha canescens",-95.748005,45.810665,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468672","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28191","PRESERVED_SPECIMEN",1982,7,21,"1982-07-21","WGS84",NA,"741558"
"Amorpha canescens",-91.93891,44.258107,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469405","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28197","PRESERVED_SPECIMEN",1982,7,8,"1982-07-08","WGS84",NA,"747385"
"Amorpha canescens",-91.42281,43.767742,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468386","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28199","PRESERVED_SPECIMEN",1982,7,7,"1982-07-07","WGS84",NA,"750560"
"Amorpha canescens",-94.726579,45.131751,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470065","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28201","PRESERVED_SPECIMEN",1982,7,3,"1982-07-03","WGS84",NA,"757899"
"Amorpha canescens",-94.7622,44.75334,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468734","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28202","PRESERVED_SPECIMEN",1982,7,3,"1982-07-03","WGS84",NA,"758087"
"Amorpha canescens",-92.499267,43.797643,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468793","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28205","PRESERVED_SPECIMEN",1982,7,28,"1982-07-28","WGS84",NA,"759225"
"Amorpha canescens",-95.332754,38.009468,"ambcol","US","PRESENT",70,"KU","176874009",NA,"PRESERVED_SPECIMEN",1982,8,4,"1982-08-04","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","2700"
